SEED T1,KADJ O T1,KADJ D T1,KADJ EM T1,BADJ O T1,BADJ D T1,BADJ EM T1,BARTHAG T1,WIN% T1,EXP T1,TALENT T1,ELITE SOS T1,SEED T2,KADJ O T2,KADJ D T2,KADJ EM T2,BADJ O T2,BADJ D T2,BADJ EM T2,BARTHAG T2,WIN% T2,EXP T2,TALENT T2,ELITE SOS T2,WINNER
3,118.848,95.9995,22.848,118.8,95.4,23.4,0.926,78.125,2.218,66.635,32.355,2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,1
1,119.63,96.8455,22.7847,117.7,96.9,20.8,0.904,81.81818,1.495,51.771,27.638,4,121.786,99.7328,22.0532,121.5,98.5,23.0,0.918,69.69697,1.063,94.152,32.331,0
3,114.159,92.3528,21.8057,113.7,92.2,21.5,0.918,76.47059,1.815,69.544,27.831,2,117.285,92.4357,24.849,117.6,92.8,24.8,0.938,78.125,2.158,57.714,35.834,1
1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,5,120.855,98.0589,22.7957,120.1,98.0,22.1,0.912,78.125,1.749,68.041,23.197,0
6,119.69,103.709,15.9813,118.4,103.5,14.9,0.824,65.625,1.721,76.873,31.682,7,111.769,95.4038,16.3651,110.2,95.6,14.6,0.837,62.5,1.348,58.366,29.577,0
1,120.224,91.1288,29.0952,119.5,91.9,27.6,0.954,78.78788,1.985,74.302,36.199,4,121.033,99.9576,21.0754,120.4,98.9,21.5,0.906,65.625,2.427,63.044,34.953,0
11,116.44,97.1644,19.2756,117.0,96.3,20.7,0.904,78.125,1.788,58.0,20.236,10,111.357,95.507,15.8501,110.8,94.6,16.2,0.86,59.375,1.713,88.863,30.281,1
1,120.379,90.575,29.804,120.5,91.3,29.2,0.961,87.87879,1.863,80.776,35.686,2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,1
1,119.63,96.8455,22.7847,117.7,96.9,20.8,0.904,81.81818,1.495,51.771,27.638,2,117.285,92.4357,24.849,117.6,92.8,24.8,0.938,78.125,2.158,57.714,35.834,1
1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,6,119.69,103.709,15.9813,118.4,103.5,14.9,0.824,65.625,1.721,76.873,31.682,0
1,120.224,91.1288,29.0952,119.5,91.9,27.6,0.954,78.78788,1.985,74.302,36.199,10,111.357,95.507,15.8501,110.8,94.6,16.2,0.86,59.375,1.713,88.863,30.281,1
2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,2,117.285,92.4357,24.849,117.6,92.8,24.8,0.938,78.125,2.158,57.714,35.834,0
1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,10,111.357,95.507,15.8501,110.8,94.6,16.2,0.86,59.375,1.713,88.863,30.281,0
2,118.299,91.552,26.7471,118.9,90.4,28.5,0.959,85.29412,1.709,81.555,30.779,1,121.139,93.1009,28.0379,120.1,94.3,25.8,0.942,82.35294,1.854,90.938,32.034,0
1,121.27,83.8367,37.4333,119.0,83.5,35.5,0.983,100.0,0.732,95.498,27.097,16,96.0398,104.551,-8.51136,94.1,102.9,-8.8,0.264,48.48485,2.033,8.221,9.527,0
8,108.353,94.1045,14.2488,106.4,92.5,13.9,0.833,68.75,1.474,58.388,18.539,9,110.824,96.8436,13.9802,110.1,94.5,15.6,0.853,63.63636,1.2,63.657,29.197,0
5,113.252,94.4993,18.7531,110.5,92.9,17.6,0.88,71.875,1.361,49.102,29.931,12,111.344,99.0045,12.339,108.8,97.6,11.2,0.777,71.875,1.737,15.051,17.477,0
4,111.125,94.9328,16.1924,109.9,93.9,16.0,0.859,81.81818,1.54,69.338,29.027,13,106.629,95.6594,10.9697,105.0,94.3,10.7,0.775,83.33333,1.324,14.341,11.044,0
6,110.554,90.9269,19.6267,108.5,89.7,18.8,0.899,68.75,1.934,52.49,31.075,11,112.877,92.759,20.1184,110.6,91.4,19.2,0.9,60.60606,1.625,72.06,31.601,0
3,124.623,100.552,24.0703,124.4,99.8,24.6,0.927,85.29412,1.767,78.911,30.379,14,107.892,103.071,4.82045,106.6,100.9,5.7,0.653,67.64706,1.913,9.221,12.624,0
7,114.962,93.3065,21.6555,114.1,91.7,22.4,0.925,87.09677,1.835,11.93,18.668,10,119.285,105.478,13.8074,118.9,103.4,15.5,0.833,60.60606,0.981,74.203,28.304,0
2,114.271,90.5293,23.7421,113.3,91.0,22.3,0.926,76.47059,0.974,83.717,37.228,15,106.825,99.8197,7.0055,104.4,98.1,6.3,0.672,67.74194,1.627,9.776,12.832,0
1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,16,105.424,103.803,1.6211,104.2,102.8,1.4,0.539,68.96552,1.931,0.439,9.135,0
8,114.457,101.273,13.1844,112.6,99.5,13.1,0.806,72.72727,1.384,54.645,26.458,9,111.825,95.6458,16.1789,109.7,94.8,14.9,0.843,56.66667,1.99,49.866,32.538,0
5,114.941,97.964,16.9767,113.3,97.0,16.3,0.857,76.47059,1.74,61.527,25.539,12,104.909,98.5115,6.39782,102.5,97.2,5.3,0.648,81.25,1.986,1.842,14.245,0
4,117.921,94.1249,23.7959,118.4,91.7,26.7,0.95,68.57143,1.309,89.438,38.128,13,103.686,94.9442,8.74154,100.9,93.9,7.0,0.696,74.07407,2.196,32.039,14.711,0
6,115.283,96.6313,18.6517,115.0,96.2,18.8,0.886,61.76471,1.566,55.641,30.82,11,114.568,100.141,14.4267,112.7,99.0,13.7,0.816,62.5,2.28,46.963,25.591,0
3,117.192,93.7123,23.4796,115.8,92.8,23.0,0.927,71.875,1.871,33.696,31.828,14,110.463,100.687,9.77537,109.1,98.5,10.6,0.764,71.875,2.178,39.26,13.113,1
7,110.62,94.1043,16.5157,109.0,93.9,15.1,0.848,74.28571,1.389,40.345,24.351,10,115.312,94.3058,21.0066,114.2,92.8,21.4,0.916,69.69697,1.599,88.173,28.047,1
2,118.227,85.9123,32.3143,115.5,86.5,29.0,0.965,91.17647,1.481,82.563,24.455,15,103.049,106.918,-3.8688,101.2,106.4,-5.2,0.36,64.70588,2.325,5.896,17.067,0
1,122.473,91.5163,30.9562,120.7,91.4,29.3,0.961,94.11765,1.885,67.053,27.643,16,112.691,114.45,-1.75874,110.6,113.7,-3.1,0.421,61.29032,2.091,0.994,11.111,0
8,114.001,98.6377,15.3629,113.3,97.3,16.0,0.852,60.60606,1.343,79.763,32.14,9,108.743,94.7996,13.9432,107.1,93.7,13.4,0.823,68.75,1.072,58.994,22.949,0
5,115.17,94.2192,20.9503,114.0,92.2,21.8,0.92,90.90909,2.165,47.901,17.742,12,104.478,98.0741,6.40364,102.7,97.6,5.1,0.642,71.875,2.321,11.536,16.07,0
4,108.601,88.176,20.4245,107.9,86.6,21.3,0.926,75.0,1.458,79.783,32.346,13,105.818,98.9592,6.85898,105.0,97.3,7.7,0.706,61.29032,2.025,7.799,16.828,0
6,112.954,95.3871,17.5673,111.8,94.0,17.8,0.88,66.66667,1.423,63.346,33.586,11,108.983,95.0972,13.8856,106.5,94.8,11.7,0.792,75.75758,1.54,46.592,18.021,1
3,111.785,87.6854,24.1001,110.0,87.3,22.7,0.935,68.75,1.824,58.549,33.364,14,106.463,103.431,3.03231,104.7,102.1,2.6,0.572,75.0,1.654,0.2,9.985,0
7,115.973,95.052,20.9213,114.8,92.6,22.2,0.922,67.64706,1.848,62.703,31.101,10,109.524,94.1302,15.3937,107.8,93.2,14.6,0.842,65.625,1.866,57.857,28.552,0
2,115.318,84.4292,30.8885,113.2,83.3,29.9,0.972,90.625,1.652,73.465,30.179,15,109.115,107.619,1.49515,107.3,106.5,0.8,0.522,67.74194,1.468,19.383,11.943,0
1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,16,102.327,103.869,-1.54229,99.9,102.7,-2.8,0.421,57.57576,1.491,0.888,11.81,0
8,104.401,88.1829,16.2186,102.5,86.9,15.6,0.87,75.75758,1.819,55.636,19.89,9,110.125,95.8018,14.3233,109.6,93.8,15.8,0.857,64.51613,2.382,73.416,32.181,0
5,116.433,89.5299,26.9035,115.1,88.9,26.2,0.951,74.19355,1.554,27.543,27.56,12,114.494,100.484,14.0106,111.6,98.9,12.7,0.801,86.66667,1.923,0.2,12.66,0
4,113.166,93.597,19.5694,111.5,93.2,18.3,0.887,67.74194,1.639,84.19,32.914,13,112.165,109.197,2.96737,110.8,107.5,3.3,0.586,74.19355,1.901,0.557,12.026,0
6,113.524,95.4867,18.0372,111.2,94.5,16.7,0.867,81.25,1.991,51.046,20.21,11,112.266,98.1315,14.1346,110.1,96.9,13.2,0.813,60.60606,1.187,74.717,29.935,1
3,120.166,97.135,23.031,118.1,96.7,21.4,0.909,75.75758,1.984,43.965,33.687,14,104.585,101.758,2.82779,101.8,100.4,1.4,0.54,54.54545,0.971,31.578,16.263,1
7,113.359,95.1085,18.251,113.1,92.6,20.5,0.909,65.625,2.113,58.944,30.508,10,120.481,103.662,16.8188,119.3,102.4,16.9,0.853,76.66667,1.323,6.209,20.72,0
2,121.92,92.9958,28.9239,120.4,92.9,27.5,0.952,93.93939,2.111,61.37,20.733,15,102.68,102.079,0.601364,100.5,100.9,-0.4,0.489,70.0,1.33,4.013,11.808,0
1,121.27,83.8367,37.4333,119.0,83.5,35.5,0.983,100.0,0.732,95.498,27.097,8,108.353,94.1045,14.2488,106.4,92.5,13.9,0.833,68.75,1.474,58.388,18.539,0
5,113.252,94.4993,18.7531,110.5,92.9,17.6,0.88,71.875,1.361,49.102,29.931,4,111.125,94.9328,16.1924,109.9,93.9,16.0,0.859,81.81818,1.54,69.338,29.027,0
6,110.554,90.9269,19.6267,108.5,89.7,18.8,0.899,68.75,1.934,52.49,31.075,3,124.623,100.552,24.0703,124.4,99.8,24.6,0.927,85.29412,1.767,78.911,30.379,1
7,114.962,93.3065,21.6555,114.1,91.7,22.4,0.925,87.09677,1.835,11.93,18.668,2,114.271,90.5293,23.7421,113.3,91.0,22.3,0.926,76.47059,0.974,83.717,37.228,0
1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,8,114.457,101.273,13.1844,112.6,99.5,13.1,0.806,72.72727,1.384,54.645,26.458,0
5,114.941,97.964,16.9767,113.3,97.0,16.3,0.857,76.47059,1.74,61.527,25.539,4,117.921,94.1249,23.7959,118.4,91.7,26.7,0.95,68.57143,1.309,89.438,38.128,1
6,115.283,96.6313,18.6517,115.0,96.2,18.8,0.886,61.76471,1.566,55.641,30.82,14,110.463,100.687,9.77537,109.1,98.5,10.6,0.764,71.875,2.178,39.26,13.113,0
10,115.312,94.3058,21.0066,114.2,92.8,21.4,0.916,69.69697,1.599,88.173,28.047,2,118.227,85.9123,32.3143,115.5,86.5,29.0,0.965,91.17647,1.481,82.563,24.455,1
1,122.473,91.5163,30.9562,120.7,91.4,29.3,0.961,94.11765,1.885,67.053,27.643,8,114.001,98.6377,15.3629,113.3,97.3,16.0,0.852,60.60606,1.343,79.763,32.14,1
5,115.17,94.2192,20.9503,114.0,92.2,21.8,0.92,90.90909,2.165,47.901,17.742,4,108.601,88.176,20.4245,107.9,86.6,21.3,0.926,75.0,1.458,79.783,32.346,1
11,108.983,95.0972,13.8856,106.5,94.8,11.7,0.792,75.75758,1.54,46.592,18.021,3,111.785,87.6854,24.1001,110.0,87.3,22.7,0.935,68.75,1.824,58.549,33.364,1
7,115.973,95.052,20.9213,114.8,92.6,22.2,0.922,67.64706,1.848,62.703,31.101,2,115.318,84.4292,30.8885,113.2,83.3,29.9,0.972,90.625,1.652,73.465,30.179,0
1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,8,104.401,88.1829,16.2186,102.5,86.9,15.6,0.87,75.75758,1.819,55.636,19.89,0
5,116.433,89.5299,26.9035,115.1,88.9,26.2,0.951,74.19355,1.554,27.543,27.56,4,113.166,93.597,19.5694,111.5,93.2,18.3,0.887,67.74194,1.639,84.19,32.914,0
11,112.266,98.1315,14.1346,110.1,96.9,13.2,0.813,60.60606,1.187,74.717,29.935,14,104.585,101.758,2.82779,101.8,100.4,1.4,0.54,54.54545,0.971,31.578,16.263,0
7,113.359,95.1085,18.251,113.1,92.6,20.5,0.909,65.625,2.113,58.944,30.508,2,121.92,92.9958,28.9239,120.4,92.9,27.5,0.952,93.93939,2.111,61.37,20.733,1
1,121.27,83.8367,37.4333,119.0,83.5,35.5,0.983,100.0,0.732,95.498,27.097,5,113.252,94.4993,18.7531,110.5,92.9,17.6,0.88,71.875,1.361,49.102,29.931,0
3,124.623,100.552,24.0703,124.4,99.8,24.6,0.927,85.29412,1.767,78.911,30.379,7,114.962,93.3065,21.6555,114.1,91.7,22.4,0.925,87.09677,1.835,11.93,18.668,0
1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,4,117.921,94.1249,23.7959,118.4,91.7,26.7,0.95,68.57143,1.309,89.438,38.128,0
6,115.283,96.6313,18.6517,115.0,96.2,18.8,0.886,61.76471,1.566,55.641,30.82,2,118.227,85.9123,32.3143,115.5,86.5,29.0,0.965,91.17647,1.481,82.563,24.455,1
8,114.001,98.6377,15.3629,113.3,97.3,16.0,0.852,60.60606,1.343,79.763,32.14,4,108.601,88.176,20.4245,107.9,86.6,21.3,0.926,75.0,1.458,79.783,32.346,1
3,111.785,87.6854,24.1001,110.0,87.3,22.7,0.935,68.75,1.824,58.549,33.364,7,115.973,95.052,20.9213,114.8,92.6,22.2,0.922,67.64706,1.848,62.703,31.101,1
1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,5,116.433,89.5299,26.9035,115.1,88.9,26.2,0.951,74.19355,1.554,27.543,27.56,0
11,112.266,98.1315,14.1346,110.1,96.9,13.2,0.813,60.60606,1.187,74.717,29.935,2,121.92,92.9958,28.9239,120.4,92.9,27.5,0.952,93.93939,2.111,61.37,20.733,1
1,121.27,83.8367,37.4333,119.0,83.5,35.5,0.983,100.0,0.732,95.498,27.097,3,124.623,100.552,24.0703,124.4,99.8,24.6,0.927,85.29412,1.767,78.911,30.379,0
1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,2,118.227,85.9123,32.3143,115.5,86.5,29.0,0.965,91.17647,1.481,82.563,24.455,0
4,108.601,88.176,20.4245,107.9,86.6,21.3,0.926,75.0,1.458,79.783,32.346,7,115.973,95.052,20.9213,114.8,92.6,22.2,0.922,67.64706,1.848,62.703,31.101,1
1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,2,121.92,92.9958,28.9239,120.4,92.9,27.5,0.952,93.93939,2.111,61.37,20.733,0
1,121.27,83.8367,37.4333,119.0,83.5,35.5,0.983,100.0,0.732,95.498,27.097,1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,1
7,115.973,95.052,20.9213,114.8,92.6,22.2,0.922,67.64706,1.848,62.703,31.101,1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,1
1,126.815,93.2904,33.5251,126.4,92.1,34.3,0.974,91.17647,2.077,67.699,30.284,1,124.253,94.9453,29.3074,124.6,93.1,31.5,0.966,87.87879,1.062,95.491,33.93,1
1,116.216,88.4056,27.8106,115.9,88.8,27.1,0.955,94.11765,1.993,69.322,29.067,16,102.179,103.893,-1.71363,102.2,104.1,-1.9,0.447,56.25,2.191,0.235,10.783,0
8,107.9,95.4275,12.4727,108.0,95.7,12.3,0.801,67.64706,0.938,65.69,28.422,9,116.412,94.8924,21.5198,117.1,94.4,22.7,0.923,73.52941,1.508,74.729,27.298,1
5,108.679,88.4655,20.2135,107.8,89.8,18.0,0.891,76.47059,1.651,34.176,23.556,12,111.44,100.651,10.7884,110.8,100.6,10.2,0.752,93.54839,1.924,0.2,7.349,1
4,118.14,95.8826,22.2575,118.5,96.9,21.6,0.91,76.47059,1.33,82.764,25.87,13,105.972,96.6323,9.33939,106.1,97.3,8.8,0.73,63.63636,1.345,7.721,17.432,0
6,109.354,87.6797,21.6743,109.3,88.4,20.9,0.92,73.52941,2.15,83.039,28.439,11,113.694,100.71,12.9838,113.2,100.6,12.6,0.795,69.69697,1.645,40.971,21.556,1
3,114.707,93.2029,21.5042,115.3,93.5,21.8,0.918,84.375,1.424,87.563,28.889,14,106.443,102.024,4.41973,105.0,102.1,2.9,0.58,70.96774,1.641,9.135,12.19,0
7,113.782,96.2346,17.5475,113.8,97.1,16.7,0.861,81.81818,1.938,19.974,21.24,10,113.435,97.4392,15.9959,112.5,97.8,14.7,0.834,63.63636,2.423,73.42,28.957,1
2,119.974,94.5731,25.4011,120.2,95.5,24.7,0.934,72.72727,0.73,89.062,35.326,15,111.315,108.295,3.01993,111.0,107.7,3.3,0.586,70.96774,2.504,1.4,12.669,0
1,113.85,87.4218,26.4285,113.2,88.4,24.8,0.945,82.35294,1.452,71.947,30.369,16,97.0064,102.979,-5.97261,97.3,102.5,-5.2,0.355,60.0,1.413,3.527,9.213,0
8,111.252,96.3212,14.9304,112.4,96.3,16.1,0.855,70.96774,2.054,69.609,28.502,9,110.212,95.9821,14.2297,110.1,96.2,13.9,0.825,75.0,1.769,27.304,24.145,0
5,109.197,90.1186,19.0788,108.6,91.1,17.5,0.883,81.81818,1.945,51.198,24.925,12,112.027,94.7095,17.3178,111.4,95.1,16.3,0.861,86.2069,2.089,23.108,13.951,1
4,118.203,94.4143,23.7886,118.4,94.8,23.6,0.928,76.47059,1.664,82.535,32.172,13,111.299,105.513,5.78601,110.9,105.9,5.0,0.63,73.52941,2.094,10.393,15.098,0
6,111.545,93.1571,18.3881,111.7,93.9,17.8,0.88,71.875,1.199,85.624,30.458,11,114.031,99.2945,14.7367,113.2,99.5,13.7,0.815,64.70588,2.052,43.138,27.234,0
3,116.764,95.8121,20.9515,116.6,96.8,19.8,0.895,78.78788,1.565,47.303,31.563,14,107.276,98.9836,8.29208,106.2,99.3,6.9,0.684,83.87097,2.526,2.483,10.219,0
7,111.355,92.2385,19.1162,111.6,92.8,18.8,0.893,76.47059,2.055,59.433,27.116,10,111.261,98.2332,13.0273,112.9,97.8,15.1,0.839,72.72727,2.138,38.758,22.509,0
2,117.154,91.8909,25.2627,116.1,92.8,23.3,0.929,87.5,1.542,68.549,27.216,15,104.63,104.266,0.3633,104.5,104.5,0.0,0.5,60.60606,1.98,6.6,13.476,0
1,115.193,84.7964,30.3964,115.0,86.7,28.3,0.963,88.23529,1.079,82.869,28.319,16,106.025,106.516,-0.49027,105.2,106.6,-1.4,0.462,60.71429,1.609,6.732,9.596,0
8,113.594,92.9558,20.6386,114.6,93.9,20.7,0.908,81.81818,2.039,47.31,19.867,9,115.772,94.2393,21.5328,116.4,94.5,21.9,0.917,63.63636,1.626,69.881,28.791,0
5,117.886,99.4806,18.4058,118.4,99.8,18.6,0.877,71.875,1.251,61.684,29.271,12,116.004,103.42,12.5832,114.8,104.9,9.9,0.738,78.57143,2.313,6.109,14.3,1
4,109.055,89.2312,19.8236,108.4,90.6,17.8,0.887,87.09677,1.858,55.124,22.259,13,112.746,102.113,10.6331,112.1,102.1,10.0,0.746,73.52941,1.917,18.464,13.619,0
6,118.684,100.799,17.8854,118.1,101.1,17.0,0.857,66.66667,2.021,51.342,30.866,11,108.82,95.6836,13.1363,108.6,96.0,12.6,0.805,61.29032,1.362,46.368,31.541,0
3,125.701,100.913,24.7882,126.5,100.4,26.1,0.935,78.78788,2.416,27.104,26.415,14,109.939,104.85,5.08877,110.9,104.9,6.0,0.655,64.51613,1.864,7.218,16.225,0
7,118.258,99.4749,18.783,117.3,100.6,16.7,0.854,71.875,2.211,58.907,25.655,10,114.713,99.9591,14.7544,114.2,100.4,13.8,0.815,66.66667,1.425,40.749,24.303,0
2,120.678,96.8522,23.8262,121.9,96.6,25.3,0.936,78.78788,1.682,66.98,32.853,15,103.925,98.0491,5.87548,103.5,98.5,5.0,0.639,62.5,1.72,0.727,13.329,0
1,117.117,91.937,25.1804,115.5,93.5,22.0,0.919,100.0,1.929,8.712,15.817,16,103.247,103.846,-0.59937,103.0,104.1,-1.1,0.47,36.66667,1.814,3.745,19.389,0
8,116.202,95.0512,21.1505,115.9,95.7,20.2,0.901,70.58824,0.322,93.139,29.5,9,108.305,93.9099,14.3949,108.1,93.0,15.1,0.849,62.5,1.513,59.93,28.247,0
5,105.599,89.8073,15.792,105.4,90.0,15.4,0.86,80.64516,2.475,14.572,21.668,12,113.205,102.658,10.5467,113.2,101.6,11.6,0.776,61.76471,1.062,63.363,29.638,0
4,119.102,88.5345,30.5677,119.2,88.2,31.0,0.97,85.29412,1.843,58.072,21.304,13,106.544,96.9886,9.55527,106.4,97.4,9.0,0.734,78.125,1.91,5.007,12.444,0
6,109.841,95.6537,14.1875,109.7,96.1,13.6,0.821,75.0,2.092,27.037,24.043,11,115.185,93.4414,21.7438,116.2,93.6,22.6,0.923,62.5,2.051,70.938,27.83,1
3,124.75,99.4399,25.3098,126.1,97.8,28.3,0.949,76.47059,1.373,86.76,30.879,14,108.78,101.313,7.46633,108.4,101.0,7.4,0.693,74.19355,2.56,2.917,11.039,1
7,110.262,95.2735,14.9889,110.8,95.1,15.7,0.853,69.69697,0.797,66.138,29.843,10,110.175,94.7808,15.3941,109.9,95.5,14.4,0.834,65.625,1.901,30.871,27.225,0
2,122.369,99.5935,22.7757,123.0,99.7,23.3,0.918,75.75758,1.052,71.641,36.032,15,100.924,102.947,-2.02301,100.1,103.2,-3.1,0.413,58.62069,1.295,1.02,12.999,0
1,116.216,88.4056,27.8106,115.9,88.8,27.1,0.955,94.11765,1.993,69.322,29.067,9,116.412,94.8924,21.5198,117.1,94.4,22.7,0.923,73.52941,1.508,74.729,27.298,0
12,111.44,100.651,10.7884,110.8,100.6,10.2,0.752,93.54839,1.924,0.2,7.349,4,118.14,95.8826,22.2575,118.5,96.9,21.6,0.91,76.47059,1.33,82.764,25.87,1
11,113.694,100.71,12.9838,113.2,100.6,12.6,0.795,69.69697,1.645,40.971,21.556,3,114.707,93.2029,21.5042,115.3,93.5,21.8,0.918,84.375,1.424,87.563,28.889,0
10,113.435,97.4392,15.9959,112.5,97.8,14.7,0.834,63.63636,2.423,73.42,28.957,2,119.974,94.5731,25.4011,120.2,95.5,24.7,0.934,72.72727,0.73,89.062,35.326,0
1,113.85,87.4218,26.4285,113.2,88.4,24.8,0.945,82.35294,1.452,71.947,30.369,8,111.252,96.3212,14.9304,112.4,96.3,16.1,0.855,70.96774,2.054,69.609,28.502,0
12,112.027,94.7095,17.3178,111.4,95.1,16.3,0.861,86.2069,2.089,23.108,13.951,4,118.203,94.4143,23.7886,118.4,94.8,23.6,0.928,76.47059,1.664,82.535,32.172,1
6,111.545,93.1571,18.3881,111.7,93.9,17.8,0.88,71.875,1.199,85.624,30.458,3,116.764,95.8121,20.9515,116.6,96.8,19.8,0.895,78.78788,1.565,47.303,31.563,1
7,111.355,92.2385,19.1162,111.6,92.8,18.8,0.893,76.47059,2.055,59.433,27.116,2,117.154,91.8909,25.2627,116.1,92.8,23.3,0.929,87.5,1.542,68.549,27.216,0
1,115.193,84.7964,30.3964,115.0,86.7,28.3,0.963,88.23529,1.079,82.869,28.319,8,113.594,92.9558,20.6386,114.6,93.9,20.7,0.908,81.81818,2.039,47.31,19.867,0
12,116.004,103.42,12.5832,114.8,104.9,9.9,0.738,78.57143,2.313,6.109,14.3,4,109.055,89.2312,19.8236,108.4,90.6,17.8,0.887,87.09677,1.858,55.124,22.259,1
6,118.684,100.799,17.8854,118.1,101.1,17.0,0.857,66.66667,2.021,51.342,30.866,3,125.701,100.913,24.7882,126.5,100.4,26.1,0.935,78.78788,2.416,27.104,26.415,0
7,118.258,99.4749,18.783,117.3,100.6,16.7,0.854,71.875,2.211,58.907,25.655,2,120.678,96.8522,23.8262,121.9,96.6,25.3,0.936,78.78788,1.682,66.98,32.853,1
1,117.117,91.937,25.1804,115.5,93.5,22.0,0.919,100.0,1.929,8.712,15.817,8,116.202,95.0512,21.1505,115.9,95.7,20.2,0.901,70.58824,0.322,93.139,29.5,1
5,105.599,89.8073,15.792,105.4,90.0,15.4,0.86,80.64516,2.475,14.572,21.668,4,119.102,88.5345,30.5677,119.2,88.2,31.0,0.97,85.29412,1.843,58.072,21.304,1
11,115.185,93.4414,21.7438,116.2,93.6,22.6,0.923,62.5,2.051,70.938,27.83,14,108.78,101.313,7.46633,108.4,101.0,7.4,0.693,74.19355,2.56,2.917,11.039,0
7,110.262,95.2735,14.9889,110.8,95.1,15.7,0.853,69.69697,0.797,66.138,29.843,2,122.369,99.5935,22.7757,123.0,99.7,23.3,0.918,75.75758,1.052,71.641,36.032,1
1,116.216,88.4056,27.8106,115.9,88.8,27.1,0.955,94.11765,1.993,69.322,29.067,4,118.14,95.8826,22.2575,118.5,96.9,21.6,0.91,76.47059,1.33,82.764,25.87,0
11,113.694,100.71,12.9838,113.2,100.6,12.6,0.795,69.69697,1.645,40.971,21.556,10,113.435,97.4392,15.9959,112.5,97.8,14.7,0.834,63.63636,2.423,73.42,28.957,0
1,113.85,87.4218,26.4285,113.2,88.4,24.8,0.945,82.35294,1.452,71.947,30.369,4,118.203,94.4143,23.7886,118.4,94.8,23.6,0.928,76.47059,1.664,82.535,32.172,1
3,116.764,95.8121,20.9515,116.6,96.8,19.8,0.895,78.78788,1.565,47.303,31.563,7,111.355,92.2385,19.1162,111.6,92.8,18.8,0.893,76.47059,2.055,59.433,27.116,1
1,115.193,84.7964,30.3964,115.0,86.7,28.3,0.963,88.23529,1.079,82.869,28.319,4,109.055,89.2312,19.8236,108.4,90.6,17.8,0.887,87.09677,1.858,55.124,22.259,0
6,118.684,100.799,17.8854,118.1,101.1,17.0,0.857,66.66667,2.021,51.342,30.866,2,120.678,96.8522,23.8262,121.9,96.6,25.3,0.936,78.78788,1.682,66.98,32.853,1
8,116.202,95.0512,21.1505,115.9,95.7,20.2,0.901,70.58824,0.322,93.139,29.5,4,119.102,88.5345,30.5677,119.2,88.2,31.0,0.97,85.29412,1.843,58.072,21.304,0
11,115.185,93.4414,21.7438,116.2,93.6,22.6,0.923,62.5,2.051,70.938,27.83,2,122.369,99.5935,22.7757,123.0,99.7,23.3,0.918,75.75758,1.052,71.641,36.032,1
1,116.216,88.4056,27.8106,115.9,88.8,27.1,0.955,94.11765,1.993,69.322,29.067,11,113.694,100.71,12.9838,113.2,100.6,12.6,0.795,69.69697,1.645,40.971,21.556,0
4,118.203,94.4143,23.7886,118.4,94.8,23.6,0.928,76.47059,1.664,82.535,32.172,7,111.355,92.2385,19.1162,111.6,92.8,18.8,0.893,76.47059,2.055,59.433,27.116,1
1,115.193,84.7964,30.3964,115.0,86.7,28.3,0.963,88.23529,1.079,82.869,28.319,2,120.678,96.8522,23.8262,121.9,96.6,25.3,0.936,78.78788,1.682,66.98,32.853,1
8,116.202,95.0512,21.1505,115.9,95.7,20.2,0.901,70.58824,0.322,93.139,29.5,2,122.369,99.5935,22.7757,123.0,99.7,23.3,0.918,75.75758,1.052,71.641,36.032,0
1,116.216,88.4056,27.8106,115.9,88.8,27.1,0.955,94.11765,1.993,69.322,29.067,7,111.355,92.2385,19.1162,111.6,92.8,18.8,0.893,76.47059,2.055,59.433,27.116,1
2,120.678,96.8522,23.8262,121.9,96.6,25.3,0.936,78.78788,1.682,66.98,32.853,8,116.202,95.0512,21.1505,115.9,95.7,20.2,0.901,70.58824,0.322,93.139,29.5,1
